<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.04.22	01:09:00	1.06592	1.06597	1.06592	1.06597	7	0	10
2024.04.22	01:10:00	1.06595	1.06597	1.06594	1.06597	15	0	10
2024.04.22	01:11:00	1.06597	1.06606	1.06595	1.06606	17	0	10
2024.04.22	01:12:00	1.06606	1.06617	1.06606	1.06616	16	0	10
2024.04.22	01:13:00	1.06617	1.06617	1.06613	1.06613	19	0	10
2024.04.22	01:14:00	1.06613	1.06614	1.06611	1.06612	17	0	10
2024.04.22	01:15:00	1.06612	1.06616	1.06602	1.06602	22	0	6
2024.04.22	01:16:00	1.06602	1.06603	1.06600	1.06602	13	0	6
2024.04.22	01:17:00	1.06602	1.06602	1.06601	1.06602	5	0	8
2024.04.22	01:18:00	1.06602	1.06602	1.06601	1.06601	2	0	8
2024.04.22	01:19:00	1.06601	1.06602	1.06601	1.06602	4	0	8
2024.04.22	01:20:00	1.06597	1.06597	1.06596	1.06596	5	0	6
2024.04.22	01:21:00	1.06596	1.06603	1.06594	1.06603	10	0	6
2024.04.22	01:22:00	1.06601	1.06601	1.06601	1.06601	1	0	10
2024.04.22	01:23:00	1.06599	1.06602	1.06599	1.06602	11	0	6
2024.04.22	01:24:00	1.06601	1.06602	1.06592	1.06592	9	0	7
2024.04.22	01:25:00	1.06590	1.06608	1.06589	1.06608	39	0	6
2024.04.22	01:26:00	1.06608	1.06608	1.06607	1.06608	13	0	6
2024.04.22	01:27:00	1.06609	1.06612	1.06609	1.06612	13	0	6
2024.04.22	01:28:00	1.06612	1.06612	1.06611	1.06612	3	0	7
2024.04.22	01:29:00	1.06609	1.06609	1.06598	1.06599	27	0	6
2024.04.22	01:30:00	1.06599	1.06607	1.06599	1.06601	19	0	6
2024.04.22	01:31:00	1.06601	1.06602	1.06601	1.06601	9	0	7
2024.04.22	01:32:00	1.06602	1.06604	1.06601	1.06604	14	0	6
2024.04.22	01:33:00	1.06605	1.06606	1.06601	1.06602	22	0	7
2024.04.22	01:34:00	1.06602	1.06602	1.06599	1.06599	12	0	6
2024.04.22	01:35:00	1.06598	1.06602	1.06598	1.06602	20	0	6
2024.04.22	01:36:00	1.06601	1.06601	1.06594	1.06595	18	0	6
2024.04.22	01:37:00	1.06595	1.06596	1.06593	1.06595	15	0	6
2024.04.22	01:38:00	1.06596	1.06597	1.06595	1.06595	23	0	6
2024.04.22	01:39:00	1.06595	1.06603	1.06593	1.06602	38	0	7
2024.04.22	01:40:00	1.06600	1.06602	1.06599	1.06601	12	0	6
2024.04.22	01:41:00	1.06601	1.06602	1.06601	1.06602	3	0	7
2024.04.22	01:42:00	1.06601	1.06602	1.06596	1.06596	8	0	6
2024.04.22	01:43:00	1.06596	1.06596	1.06591	1.06593	24	0	6
2024.04.22	01:44:00	1.06592	1.06592	1.06585	1.06586	16	0	7
2024.04.22	01:45:00	1.06586	1.06597	1.06586	1.06596	24	0	8
2024.04.22	01:46:00	1.06597	1.06598	1.06595	1.06597	11	0	8
2024.04.22	01:47:00	1.06596	1.06597	1.06591	1.06592	19	0	6
2024.04.22	01:48:00	1.06593	1.06594	1.06590	1.06591	17	0	6
2024.04.22	01:49:00	1.06591	1.06594	1.06591	1.06593	10	0	7
2024.04.22	01:50:00	1.06594	1.06596	1.06594	1.06595	12	0	7
2024.04.22	01:51:00	1.06592	1.06592	1.06589	1.06589	20	0	6
2024.04.22	01:52:00	1.06588	1.06591	1.06588	1.06589	12	0	6
2024.04.22	01:53:00	1.06589	1.06591	1.06589	1.06591	3	0	6
2024.04.22	01:54:00	1.06591	1.06591	1.06590	1.06591	4	0	6
2024.04.22	01:55:00	1.06591	1.06591	1.06590	1.06591	3	0	6
2024.04.22	01:56:00	1.06591	1.06591	1.06591	1.06591	1	0	6
2024.04.22	01:57:00	1.06591	1.06591	1.06589	1.06591	7	0	6
2024.04.22	01:58:00	1.06591	1.06591	1.06590	1.06590	4	0	7
2024.04.22	01:59:00	1.06591	1.06592	1.06590	1.06591	9	0	7
2024.04.22	02:00:00	1.06595	1.06595	1.06589	1.06591	20	0	6
2024.04.22	02:01:00	1.06592	1.06596	1.06591	1.06595	10	0	6
2024.04.22	02:02:00	1.06595	1.06595	1.06594	1.06594	16	0	6
2024.04.22	02:03:00	1.06595	1.06597	1.06594	1.06595	13	0	6
2024.04.22	02:04:00	1.06595	1.06595	1.06594	1.06594	6	0	6
2024.04.22	02:05:00	1.06595	1.06595	1.06594	1.06595	4	0	6
2024.04.22	02:06:00	1.06594	1.06595	1.06594	1.06594	4	0	6
2024.04.22	02:07:00	1.06594	1.06611	1.06594	1.06610	24	0	6
2024.04.22	02:08:00	1.06609	1.06611	1.06609	1.06610	8	0	6
2024.04.22	02:09:00	1.06610	1.06611	1.06609	1.06609	7	0	6
2024.04.22	02:10:00	1.06609	1.06610	1.06604	1.06608	59	0	6
2024.04.22	02:11:00	1.06609	1.06609	1.06608	1.06609	12	0	6
2024.04.22	02:12:00	1.06609	1.06609	1.06604	1.06605	25	0	6
2024.04.22	02:13:00	1.06605	1.06606	1.06604	1.06605	11	0	6
2024.04.22	02:14:00	1.06605	1.06609	1.06604	1.06605	20	0	6
2024.04.22	02:15:00	1.06604	1.06605	1.06602	1.06602	15	0	6
2024.04.22	02:16:00	1.06602	1.06602	1.06594	1.06595	26	0	6
2024.04.22	02:17:00	1.06595	1.06602	1.06594	1.06597	16	0	6
2024.04.22	02:18:00	1.06597	1.06606	1.06596	1.06606	29	0	6
2024.04.22	02:19:00	1.06603	1.06603	1.06600	1.06601	6	0	6
2024.04.22	02:20:00	1.06601	1.06602	1.06596	1.06596	19	0	6
2024.04.22	02:21:00	1.06597	1.06597	1.06591	1.06591	11	0	6
2024.04.22	02:22:00	1.06592	1.06595	1.06591	1.06591	9	0	6
2024.04.22	02:23:00	1.06594	1.06602	1.06594	1.06596	28	0	6
2024.04.22	02:24:00	1.06595	1.06600	1.06595	1.06600	17	0	6
2024.04.22	02:25:00	1.06600	1.06601	1.06596	1.06599	14	0	6
2024.04.22	02:26:00	1.06599	1.06600	1.06598	1.06600	8	0	6
2024.04.22	02:27:00	1.06599	1.06599	1.06598	1.06599	11	0	6
2024.04.22	02:28:00	1.06600	1.06600	1.06599	1.06600	4	0	6
2024.04.22	02:29:00	1.06600	1.06600	1.06596	1.06596	17	0	6
2024.04.22	02:30:00	1.06596	1.06596	1.06594	1.06595	10	0	6
2024.04.22	02:31:00	1.06596	1.06596	1.06590	1.06591	16	0	6
2024.04.22	02:32:00	1.06591	1.06597	1.06591	1.06597	7	0	6
2024.04.22	02:33:00	1.06597	1.06597	1.06596	1.06596	14	0	6
2024.04.22	02:34:00	1.06595	1.06595	1.06591	1.06592	13	0	6
2024.04.22	02:35:00	1.06592	1.06592	1.06586	1.06588	13	0	6
2024.04.22	02:36:00	1.06588	1.06591	1.06588	1.06590	11	0	6
2024.04.22	02:37:00	1.06591	1.06592	1.06590	1.06590	11	0	6
2024.04.22	02:38:00	1.06591	1.06592	1.06588	1.06590	16	0	6
2024.04.22	02:39:00	1.06590	1.06591	1.06588	1.06590	18	0	6
2024.04.22	02:40:00	1.06591	1.06591	1.06590	1.06591	9	0	6
2024.04.22	02:41:00	1.06590	1.06590	1.06586	1.06586	12	0	6
2024.04.22	02:42:00	1.06586	1.06589	1.06581	1.06589	20	0	6
2024.04.22	02:43:00	1.06589	1.06603	1.06589	1.06603	12	0	6
2024.04.22	02:44:00	1.06603	1.06604	1.06588	1.06597	46	0	6
2024.04.22	02:45:00	1.06597	1.06601	1.06595	1.06596	44	0	6
2024.04.22	02:46:00	1.06595	1.06596	1.06592	1.06594	33	0	6
2024.04.22	02:47:00	1.06595	1.06595	1.06589	1.06591	48	0	6
2024.04.22	02:48:00	1.06591	1.06597	1.06581	1.06581	58	0	6
2024.04.22	02:49:00	1.06581	1.06582	1.06578	1.06581	36	0	6
2024.04.22	02:50:00	1.06581	1.06585	1.06580	1.06583	26	0	6
2024.04.22	02:51:00	1.06582	1.06586	1.06582	1.06586	20	0	6
2024.04.22	02:52:00	1.06585	1.06595	1.06585	1.06591	30	0	6
2024.04.22	02:53:00	1.06592	1.06592	1.06585	1.06587	32	0	6
2024.04.22	02:54:00	1.06586	1.06587	1.06583	1.06586	17	0	6
2024.04.22	02:55:00	1.06586	1.06586	1.06578	1.06581	16	0	6
2024.04.22	02:56:00	1.06582	1.06582	1.06581	1.06581	11	0	6
2024.04.22	02:57:00	1.06581	1.06582	1.06580	1.06581	17	0	6
2024.04.22	02:58:00	1.06584	1.06587	1.06580	1.06581	26	0	6
2024.04.22	02:59:00	1.06580	1.06580	1.06575	1.06575	8	0	6
2024.04.22	03:00:00	1.06575	1.06584	1.06575	1.06578	42	0	6
2024.04.22	03:01:00	1.06578	1.06579	1.06571	1.06574	47	0	6
2024.04.22	03:02:00	1.06574	1.06575	1.06563	1.06565	59	0	6
2024.04.22	03:03:00	1.06565	1.06566	1.06558	1.06559	62	0	6
2024.04.22	03:04:00	1.06559	1.06560	1.06554	1.06554	48	0	6
2024.04.22	03:05:00	1.06555	1.06575	1.06554	1.06566	60	0	6
2024.04.22	03:06:00	1.06566	1.06571	1.06565	1.06570	58	0	6
2024.04.22	03:07:00	1.06571	1.06587	1.06571	1.06585	100	0	6
2024.04.22	03:08:00	1.06584	1.06605	1.06583	1.06599	128	0	6
2024.04.22	03:09:00	1.06599	1.06601	1.06588	1.06589	93	0	6
2024.04.22	03:10:00	1.06589	1.06597	1.06584	1.06586	85	0	6
2024.04.22	03:11:00	1.06586	1.06594	1.06582	1.06591	87	0	6
2024.04.22	03:12:00	1.06591	1.06595	1.06587	1.06591	78	0	6
2024.04.22	03:13:00	1.06590	1.06601	1.06589	1.06598	80	0	6
2024.04.22	03:14:00	1.06599	1.06601	1.06593	1.06599	53	0	6
2024.04.22	03:15:00	1.06598	1.06628	1.06594	1.06624	120	0	6
2024.04.22	03:16:00	1.06624	1.06641	1.06618	1.06637	85	0	6
2024.04.22	03:17:00	1.06638	1.06647	1.06634	1.06642	112	0	6
2024.04.22	03:18:00	1.06644	1.06648	1.06636	1.06646	89	0	6
2024.04.22	03:19:00	1.06646	1.06646	1.06638	1.06640	55	0	6
2024.04.22	03:20:00	1.06640	1.06647	1.06632	1.06639	110	0	6
2024.04.22	03:21:00	1.06640	1.06649	1.06630	1.06643	87	0	6
2024.04.22	03:22:00	1.06643	1.06644	1.06632	1.06643	83	0	6
2024.04.22	03:23:00	1.06643	1.06650	1.06640	1.06640	80	0	6
2024.04.22	03:24:00	1.06640	1.06646	1.06639	1.06643	66	0	6
2024.04.22	03:25:00	1.06643	1.06652	1.06634	1.06641	73	0	6
2024.04.22	03:26:00	1.06641	1.06647	1.06635	1.06643	73	0	6
2024.04.22	03:27:00	1.06642	1.06647	1.06631	1.06632	73	0	6
2024.04.22	03:28:00	1.06632	1.06635	1.06628	1.06631	77	0	6
2024.04.22	03:29:00	1.06630	1.06635	1.06627	1.06635	71	0	6
2024.04.22	03:30:00	1.06635	1.06635	1.06627	1.06632	49	0	6
2024.04.22	03:31:00	1.06631	1.06632	1.06622	1.06624	59	0	6
2024.04.22	03:32:00	1.06624	1.06629	1.06622	1.06622	68	0	6
2024.04.22	03:33:00	1.06623	1.06623	1.06615	1.06617	37	0	6
2024.04.22	03:34:00	1.06617	1.06618	1.06609	1.06617	63	0	6
2024.04.22	03:35:00	1.06617	1.06617	1.06611	1.06615	44	0	6
2024.04.22	03:36:00	1.06615	1.06615	1.06607	1.06607	60	0	6
2024.04.22	03:37:00	1.06607	1.06607	1.06596	1.06597	36	0	6
2024.04.22	03:38:00	1.06597	1.06597	1.06571	1.06576	67	0	6
2024.04.22	03:39:00	1.06575	1.06583	1.06571	1.06576	74	0	6
2024.04.22	03:40:00	1.06576	1.06578	1.06549	1.06561	203	0	6
2024.04.22	03:41:00	1.06560	1.06566	1.06555	1.06560	47	0	6
2024.04.22	03:42:00	1.06560	1.06561	1.06552	1.06552	78	0	6
2024.04.22	03:43:00	1.06553	1.06560	1.06552	1.06558	71	0	6
2024.04.22	03:44:00	1.06558	1.06559	1.06545	1.06546	32	0	6
2024.04.22	03:45:00	1.06546	1.06571	1.06546	1.06570	73	0	6
2024.04.22	03:46:00	1.06570	1.06575	1.06568	1.06569	57	0	6
2024.04.22	03:47:00	1.06570	1.06574	1.06566	1.06568	48	0	6
2024.04.22	03:48:00	1.06568	1.06570	1.06565	1.06570	58	0	6
2024.04.22	03:49:00	1.06570	1.06574	1.06569	1.06573	51	0	6
2024.04.22	03:50:00	1.06573	1.06575	1.06571	1.06575	38	0	6
2024.04.22	03:51:00	1.06574	1.06575	1.06565	1.06565	43	0	6
2024.04.22	03:52:00	1.06565	1.06567	1.06545	1.06546	81	0	6
2024.04.22	03:53:00	1.06546	1.06567	1.06544	1.06564	78	0	6
2024.04.22	03:54:00	1.06564	1.06573	1.06559	1.06559	109	0	6
2024.04.22	03:55:00	1.06560	1.06566	1.06550	1.06551	99	0	6
2024.04.22	03:56:00	1.06552	1.06553	1.06540	1.06546	62	0	6
2024.04.22	03:57:00	1.06546	1.06549	1.06540	1.06542	62	0	6
2024.04.22	03:58:00	1.06542	1.06542	1.06526	1.06534	45	0	6
2024.04.22	03:59:00	1.06534	1.06541	1.06534	1.06534	46	0	6
2024.04.22	04:00:00	1.06534	1.06552	1.06533	1.06552	87	0	6
2024.04.22	04:01:00	1.06553	1.06556	1.06551	1.06556	58	0	6
2024.04.22	04:02:00	1.06556	1.06558	1.06552	1.06555	84	0	6
2024.04.22	04:03:00	1.06554	1.06558	1.06545	1.06556	69	0	6
2024.04.22	04:04:00	1.06556	1.06559	1.06552	1.06554	71	0	6
2024.04.22	04:05:00	1.06555	1.06556	1.06540	1.06547	135	0	6
2024.04.22	04:06:00	1.06547	1.06550	1.06541	1.06548	88	0	6
2024.04.22	04:07:00	1.06549	1.06568	1.06549	1.06566	65	0	6
2024.04.22	04:08:00	1.06566	1.06572	1.06566	1.06571	69	0	6
2024.04.22	04:09:00	1.06570	1.06585	1.06570	1.06585	27	0	6
2024.04.22	04:10:00	1.06584	1.06613	1.06583	1.06611	96	0	6
2024.04.22	04:11:00	1.06611	1.06627	1.06609	1.06615	63	0	6
2024.04.22	04:12:00	1.06615	1.06624	1.06612	1.06622	38	0	6
2024.04.22	04:13:00	1.06622	1.06622	1.06617	1.06618	29	0	6
2024.04.22	04:14:00	1.06617	1.06623	1.06611	1.06622	63	0	6
2024.04.22	04:15:00	1.06622	1.06641	1.06621	1.06631	121	0	6
2024.04.22	04:16:00	1.06631	1.06631	1.06616	1.06619	94	0	6
2024.04.22	04:17:00	1.06619	1.06620	1.06591	1.06595	71	0	6
2024.04.22	04:18:00	1.06594	1.06601	1.06591	1.06596	83	0	6
2024.04.22	04:19:00	1.06597	1.06608	1.06597	1.06607	79	0	6
2024.04.22	04:20:00	1.06607	1.06627	1.06607	1.06627	108	0	6
2024.04.22	04:21:00	1.06625	1.06634	1.06622	1.06632	80	0	6
2024.04.22	04:22:00	1.06631	1.06652	1.06630	1.06651	111	0	6
2024.04.22	04:23:00	1.06651	1.06652	1.06642	1.06648	123	0	6
2024.04.22	04:24:00	1.06648	1.06678	1.06648	1.06658	147	0	6
2024.04.22	04:25:00	1.06657	1.06658	1.06646	1.06647	131	0	6
2024.04.22	04:26:00	1.06647	1.06655	1.06642	1.06651	122	0	6
2024.04.22	04:27:00	1.06650	1.06654	1.06646	1.06647	107	0	6
2024.04.22	04:28:00	1.06648	1.06651	1.06642	1.06651	97	0	6
2024.04.22	04:29:00	1.06651	1.06655	1.06647	1.06651	75	0	6
2024.04.22	04:30:00	1.06650	1.06658	1.06646	1.06656	118	0	6
2024.04.22	04:31:00	1.06656	1.06656	1.06641	1.06641	128	0	6
2024.04.22	04:32:00	1.06641	1.06646	1.06630	1.06630	78	0	6
2024.04.22	04:33:00	1.06630	1.06630	1.06622	1.06626	135	0	6
2024.04.22	04:34:00	1.06626	1.06641	1.06622	1.06631	128	0	6
2024.04.22	04:35:00	1.06631	1.06635	1.06627	1.06633	87	0	6
2024.04.22	04:36:00	1.06632	1.06636	1.06628	1.06628	97	0	6
2024.04.22	04:37:00	1.06628	1.06636	1.06625	1.06634	130	0	6
2024.04.22	04:38:00	1.06634	1.06640	1.06627	1.06640	75	0	6
2024.04.22	04:39:00	1.06640	1.06640	1.06635	1.06637	65	0	6
2024.04.22	04:40:00	1.06637	1.06643	1.06635	1.06641	89	0	6
2024.04.22	04:41:00	1.06641	1.06650	1.06637	1.06649	74	0	6
2024.04.22	04:42:00	1.06650	1.06657	1.06648	1.06649	84	0	6
2024.04.22	04:43:00	1.06649	1.06654	1.06646	1.06649	57	0	6
2024.04.22	04:44:00	1.06649	1.06655	1.06648	1.06655	54	0	6
2024.04.22	04:45:00	1.06654	1.06654	1.06648	1.06651	44	0	6
2024.04.22	04:46:00	1.06651	1.06667	1.06650	1.06667	56	0	6
2024.04.22	04:47:00	1.06667	1.06672	1.06666	1.06672	56	0	6
2024.04.22	04:48:00	1.06672	1.06698	1.06665	1.06691	131	0	6
2024.04.22	04:49:00	1.06690	1.06690	1.06676	1.06684	124	0	6
2024.04.22	04:50:00	1.06684	1.06685	1.06675	1.06679	79	0	6
2024.04.22	04:51:00	1.06679	1.06686	1.06676	1.06680	62	0	6
2024.04.22	04:52:00	1.06680	1.06680	1.06674	1.06676	62	0	6
2024.04.22	04:53:00	1.06676	1.06676	1.06670	1.06676	54	0	6
2024.04.22	04:54:00	1.06676	1.06676	1.06670	1.06670	22	0	6
2024.04.22	04:55:00	1.06670	1.06679	1.06670	1.06679	53	0	6
2024.04.22	04:56:00	1.06680	1.06693	1.06680	1.06688	64	0	6
2024.04.22	04:57:00	1.06688	1.06698	1.06687	1.06697	57	0	6
2024.04.22	04:58:00	1.06696	1.06696	1.06683	1.06688	71	0	6
2024.04.22	04:59:00	1.06687	1.06687	1.06675	1.06683	62	0	6
2024.04.22	05:00:00	1.06682	1.06687	1.06675	1.06675	94	0	6
2024.04.22	05:01:00	1.06676	1.06679	1.06669	1.06677	57	0	6
2024.04.22	05:02:00	1.06677	1.06686	1.06677	1.06683	57	0	6
2024.04.22	05:03:00	1.06682	1.06684	1.06681	1.06682	38	0	6
2024.04.22	05:04:00	1.06682	1.06687	1.06681	1.06687	29	0	6
2024.04.22	05:05:00	1.06687	1.06690	1.06682	1.06686	58	0	6
2024.04.22	05:06:00	1.06686	1.06695	1.06686	1.06692	57	0	6
2024.04.22	05:07:00	1.06692	1.06693	1.06681	1.06687	60	0	6
2024.04.22	05:08:00	1.06690	1.06703	1.06687	1.06703	81	0	6
2024.04.22	05:09:00	1.06703	1.06703	1.06696	1.06696	56	0	6
2024.04.22	05:10:00	1.06696	1.06697	1.06681	1.06684	100	0	6
2024.04.22	05:11:00	1.06684	1.06688	1.06684	1.06687	76	0	6
2024.04.22	05:12:00	1.06686	1.06688	1.06685	1.06687	62	0	6
2024.04.22	05:13:00	1.06687	1.06688	1.06681	1.06681	48	0	6
2024.04.22	05:14:00	1.06681	1.06682	1.06679	1.06680	23	0	6
2024.04.22	05:15:00	1.06680	1.06684	1.06675	1.06675	43	0	6
2024.04.22	05:16:00	1.06675	1.06682	1.06675	1.06681	24	0	6
2024.04.22	05:17:00	1.06680	1.06680	1.06672	1.06676	33	0	6
2024.04.22	05:18:00	1.06676	1.06683	1.06676	1.06682	15	0	6
2024.04.22	05:19:00	1.06682	1.06683	1.06681	1.06682	19	0	6
2024.04.22	05:20:00	1.06682	1.06683	1.06682	1.06683	11	0	6
2024.04.22	05:21:00	1.06683	1.06708	1.06681	1.06706	56	0	6
2024.04.22	05:22:00	1.06706	1.06706	1.06692	1.06692	55	0	6
2024.04.22	05:23:00	1.06692	1.06693	1.06684	1.06684	31	0	6
2024.04.22	05:24:00	1.06684	1.06685	1.06677	1.06677	30	0	6
2024.04.22	05:25:00	1.06677	1.06677	1.06675	1.06675	35	0	6
2024.04.22	05:26:00	1.06675	1.06676	1.06674	1.06674	14	0	6
2024.04.22	05:27:00	1.06674	1.06674	1.06671	1.06672	8	0	6
2024.04.22	05:28:00	1.06673	1.06673	1.06660	1.06660	20	0	6
2024.04.22	05:29:00	1.06661	1.06669	1.06661	1.06666	37	0	6
2024.04.22	05:30:00	1.06666	1.06669	1.06662	1.06669	29	0	6
2024.04.22	05:31:00	1.06668	1.06670	1.06668	1.06669	11	0	6
2024.04.22	05:32:00	1.06669	1.06673	1.06665	1.06672	20	0	6
2024.04.22	05:33:00	1.06672	1.06673	1.06667	1.06669	23	0	6
2024.04.22	05:34:00	1.06671	1.06674	1.06670	1.06672	25	0	6
2024.04.22	05:35:00	1.06672	1.06672	1.06667	1.06668	32	0	6
2024.04.22	05:36:00	1.06668	1.06668	1.06665	1.06668	31	0	6
2024.04.22	05:37:00	1.06667	1.06671	1.06667	1.06671	32	0	6
2024.04.22	05:38:00	1.06672	1.06673	1.06657	1.06658	28	0	6
2024.04.22	05:39:00	1.06657	1.06657	1.06655	1.06657	13	0	6
2024.04.22	05:40:00	1.06657	1.06657	1.06654	1.06655	9	0	6
2024.04.22	05:41:00	1.06655	1.06662	1.06654	1.06662	28	0	6
2024.04.22	05:42:00	1.06662	1.06666	1.06662	1.06664	29	0	6
2024.04.22	05:43:00	1.06664	1.06664	1.06654	1.06654	19	0	6
2024.04.22	05:44:00	1.06655	1.06655	1.06647	1.06649	26	0	6
2024.04.22	05:45:00	1.06650	1.06652	1.06648	1.06650	29	0	6
2024.04.22	05:46:00	1.06650	1.06651	1.06649	1.06651	13	0	6
2024.04.22	05:47:00	1.06650	1.06656	1.06649	1.06654	24	0	6
2024.04.22	05:48:00	1.06656	1.06658	1.06647	1.06651	32	0	6
2024.04.22	05:49:00	1.06651	1.06660	1.06651	1.06657	23	0	6
2024.04.22	05:50:00	1.06657	1.06658	1.06650	1.06650	33	0	6
2024.04.22	05:51:00	1.06650	1.06651	1.06647	1.06648	24	0	6
2024.04.22	05:52:00	1.06648	1.06650	1.06647	1.06648	11	0	6
2024.04.22	05:53:00	1.06647	1.06651	1.06647	1.06648	23	0	6
2024.04.22	05:54:00	1.06648	1.06651	1.06648	1.06648	16	0	6
2024.04.22	05:55:00	1.06648	1.06648	1.06639	1.06647	36	0	6
2024.04.22	05:56:00	1.06646	1.06650	1.06644	1.06649	16	0	6
2024.04.22	05:57:00	1.06649	1.06649	1.06645	1.06646	13	0	6
2024.04.22	05:58:00	1.06646	1.06648	1.06645	1.06648	20	0	6
2024.04.22	05:59:00	1.06647	1.06650	1.06641	1.06641	13	0	6
